date,store_id,region,sku_id,sku_category,units_demand,units_sold,units_on_hand_eod,stockout_flag,replenishment_lead_time_days,demand_variance_tier
2025-10-07,S11,West,SKU-2002,Apparel-Outerwear,13,13,27,0,12,medium
2025-10-08,S11,West,SKU-2002,Apparel-Outerwear,3,3,24,0,12,medium
2025-10-09,S11,West,SKU-2002,Apparel-Outerwear,10,10,14,0,12,medium
2025-10-10,S11,West,SKU-2002,Apparel-Outerwear,17,14,0,1,12,medium
2025-10-11,S11,West,SKU-2002,Apparel-Outerwear,14,0,0,1,12,medium
2025-10-12,S11,West,SKU-2002,Apparel-Outerwear,23,0,0,1,12,medium
2025-10-13,S11,West,SKU-2002,Apparel-Outerwear,13,0,0,1,12,medium
2025-10-14,S11,West,SKU-2002,Apparel-Outerwear,7,0,0,1,12,medium
2025-10-15,S11,West,SKU-2002,Apparel-Outerwear,10,0,0,1,12,medium
2025-10-16,S11,West,SKU-2002,Apparel-Outerwear,11,0,0,1,12,medium
2025-10-17,S11,West,SKU-2002,Apparel-Outerwear,7,0,0,1,12,medium
2025-10-18,S11,West,SKU-2002,Apparel-Outerwear,10,10,122,0,12,medium
2025-10-19,S11,West,SKU-2002,Apparel-Outerwear,24,24,98,0,12,medium
2025-10-20,S11,West,SKU-2002,Apparel-Outerwear,7,7,91,0,12,medium
2025-10-21,S11,West,SKU-2002,Apparel-Outerwear,15,15,76,0,12,medium
2025-10-22,S11,West,SKU-2002,Apparel-Outerwear,9,9,67,0,12,medium
2025-10-23,S11,West,SKU-2002,Apparel-Outerwear,11,11,56,0,12,medium
2025-10-24,S11,West,SKU-2002,Apparel-Outerwear,13,13,43,0,12,medium
2025-10-25,S11,West,SKU-2002,Apparel-Outerwear,12,12,31,0,12,medium
2025-10-26,S11,West,SKU-2002,Apparel-Outerwear,18,18,13,0,12,medium
2025-10-27,S11,West,SKU-2002,Apparel-Outerwear,3,3,10,0,12,medium
2025-10-28,S11,West,SKU-2002,Apparel-Outerwear,13,10,0,1,12,medium
2025-10-29,S11,West,SKU-2002,Apparel-Outerwear,1,0,0,1,12,medium
2025-10-30,S11,West,SKU-2002,Apparel-Outerwear,10,0,0,1,12,medium
2025-10-31,S11,West,SKU-2002,Apparel-Outerwear,14,0,0,1,12,medium
2025-11-01,S11,West,SKU-2002,Apparel-Outerwear,19,0,0,1,12,medium
2025-11-02,S11,West,SKU-2002,Apparel-Outerwear,8,0,0,1,12,medium
2025-11-03,S11,West,SKU-2002,Apparel-Outerwear,6,0,0,1,12,medium
2025-11-04,S11,West,SKU-2002,Apparel-Outerwear,8,0,0,1,12,medium
2025-11-05,S11,West,SKU-2002,Apparel-Outerwear,12,12,120,0,12,medium
2025-11-06,S11,West,SKU-2002,Apparel-Outerwear,3,3,117,0,12,medium
2025-11-07,S11,West,SKU-2002,Apparel-Outerwear,11,11,106,0,12,medium
2025-11-08,S11,West,SKU-2002,Apparel-Outerwear,17,17,89,0,12,medium
2025-11-09,S11,West,SKU-2002,Apparel-Outerwear,14,14,75,0,12,medium
2025-11-10,S11,West,SKU-2002,Apparel-Outerwear,13,13,62,0,12,medium
2025-11-11,S11,West,SKU-2002,Apparel-Outerwear,12,12,50,0,12,medium
2025-11-12,S11,West,SKU-2002,Apparel-Outerwear,9,9,41,0,12,medium
2025-11-13,S11,West,SKU-2002,Apparel-Outerwear,4,4,37,0,12,medium
2025-11-14,S11,West,SKU-2002,Apparel-Outerwear,12,12,25,0,12,medium
2025-11-15,S11,West,SKU-2002,Apparel-Outerwear,10,10,15,0,12,medium
2025-11-16,S11,West,SKU-2002,Apparel-Outerwear,12,12,3,0,12,medium
2025-11-17,S11,West,SKU-2002,Apparel-Outerwear,13,3,0,1,12,medium
2025-11-18,S11,West,SKU-2002,Apparel-Outerwear,16,0,0,1,12,medium
2025-11-19,S11,West,SKU-2002,Apparel-Outerwear,11,0,0,1,12,medium
2025-11-20,S11,West,SKU-2002,Apparel-Outerwear,13,0,0,1,12,medium
2025-11-21,S11,West,SKU-2002,Apparel-Outerwear,5,0,0,1,12,medium
2025-11-22,S11,West,SKU-2002,Apparel-Outerwear,17,0,0,1,12,medium
2025-11-23,S11,West,SKU-2002,Apparel-Outerwear,15,0,0,1,12,medium
2025-11-24,S11,West,SKU-2002,Apparel-Outerwear,16,16,116,0,12,medium
2025-11-25,S11,West,SKU-2002,Apparel-Outerwear,9,9,107,0,12,medium
2025-11-26,S11,West,SKU-2002,Apparel-Outerwear,10,10,97,0,12,medium
2025-11-27,S11,West,SKU-2002,Apparel-Outerwear,15,15,82,0,12,medium
2025-11-28,S11,West,SKU-2002,Apparel-Outerwear,11,11,71,0,12,medium
2025-11-29,S11,West,SKU-2002,Apparel-Outerwear,9,9,62,0,12,medium
2025-11-30,S11,West,SKU-2002,Apparel-Outerwear,29,29,33,0,12,medium
2025-12-01,S11,West,SKU-2002,Apparel-Outerwear,9,9,24,0,12,medium
2025-12-02,S11,West,SKU-2002,Apparel-Outerwear,14,14,10,0,12,medium
2025-12-03,S11,West,SKU-2002,Apparel-Outerwear,16,10,0,1,12,medium
2025-12-04,S11,West,SKU-2002,Apparel-Outerwear,16,0,0,1,12,medium
2025-12-05,S11,West,SKU-2002,Apparel-Outerwear,13,0,0,1,12,medium
2025-12-06,S11,West,SKU-2002,Apparel-Outerwear,19,0,0,1,12,medium
2025-12-07,S11,West,SKU-2002,Apparel-Outerwear,18,0,0,1,12,medium
2025-12-08,S11,West,SKU-2002,Apparel-Outerwear,9,0,0,1,12,medium
2025-12-09,S11,West,SKU-2002,Apparel-Outerwear,25,0,0,1,12,medium
2025-12-10,S11,West,SKU-2002,Apparel-Outerwear,13,0,0,1,12,medium
2025-12-11,S11,West,SKU-2002,Apparel-Outerwear,17,0,0,1,12,medium
2025-12-12,S11,West,SKU-2002,Apparel-Outerwear,13,13,119,0,12,medium
2025-12-13,S11,West,SKU-2002,Apparel-Outerwear,18,18,101,0,12,medium
2025-12-14,S11,West,SKU-2002,Apparel-Outerwear,17,17,84,0,12,medium
2025-12-15,S11,West,SKU-2002,Apparel-Outerwear,7,7,77,0,12,medium
2025-12-16,S11,West,SKU-2002,Apparel-Outerwear,13,13,64,0,12,medium
2025-12-17,S11,West,SKU-2002,Apparel-Outerwear,12,12,52,0,12,medium
2025-12-18,S11,West,SKU-2002,Apparel-Outerwear,20,20,32,0,12,medium
2025-12-19,S11,West,SKU-2002,Apparel-Outerwear,8,8,24,0,12,medium
2025-12-20,S11,West,SKU-2002,Apparel-Outerwear,16,16,8,0,12,medium
2025-12-21,S11,West,SKU-2002,Apparel-Outerwear,14,8,0,1,12,medium
2025-12-22,S11,West,SKU-2002,Apparel-Outerwear,22,0,0,1,12,medium
2025-12-23,S11,West,SKU-2002,Apparel-Outerwear,10,0,0,1,12,medium
2025-12-24,S11,West,SKU-2002,Apparel-Outerwear,17,0,0,1,12,medium
2025-12-25,S11,West,SKU-2002,Apparel-Outerwear,19,0,0,1,12,medium
2025-12-26,S11,West,SKU-2002,Apparel-Outerwear,14,0,0,1,12,medium
2025-12-27,S11,West,SKU-2002,Apparel-Outerwear,10,0,0,1,12,medium
2025-12-28,S11,West,SKU-2002,Apparel-Outerwear,10,0,0,1,12,medium
2025-12-29,S11,West,SKU-2002,Apparel-Outerwear,19,0,0,1,12,medium
2025-10-01,S11,West,SKU-2003,Apparel-Basics,5,5,85,0,12,medium
2025-10-02,S11,West,SKU-2003,Apparel-Basics,10,10,75,0,12,medium
2025-10-03,S11,West,SKU-2003,Apparel-Basics,9,9,66,0,12,medium
2025-10-04,S11,West,SKU-2003,Apparel-Basics,14,14,52,0,12,medium
2025-10-05,S11,West,SKU-2003,Apparel-Basics,15,15,37,0,12,medium
2025-10-06,S11,West,SKU-2003,Apparel-Basics,6,6,31,0,12,medium
2025-10-07,S11,West,SKU-2003,Apparel-Basics,6,6,25,0,12,medium
2025-10-08,S11,West,SKU-2003,Apparel-Basics,11,11,14,0,12,medium
2025-10-09,S11,West,SKU-2003,Apparel-Basics,7,7,7,0,12,medium
2025-10-10,S11,West,SKU-2003,Apparel-Basics,0,0,7,0,12,medium
2025-10-11,S11,West,SKU-2003,Apparel-Basics,15,7,0,1,12,medium
2025-10-12,S11,West,SKU-2003,Apparel-Basics,8,0,0,1,12,medium
2025-10-13,S11,West,SKU-2003,Apparel-Basics,10,0,0,1,12,medium
2025-10-14,S11,West,SKU-2003,Apparel-Basics,13,0,0,1,12,medium
2025-10-15,S11,West,SKU-2003,Apparel-Basics,9,0,0,1,12,medium
2025-10-16,S11,West,SKU-2003,Apparel-Basics,12,0,0,1,12,medium
2025-10-17,S11,West,SKU-2003,Apparel-Basics,9,0,0,1,12,medium
2025-10-18,S11,West,SKU-2003,Apparel-Basics,20,20,88,0,12,medium
2025-10-19,S11,West,SKU-2003,Apparel-Basics,8,8,80,0,12,medium
2025-10-20,S11,West,SKU-2003,Apparel-Basics,9,9,71,0,12,medium
2025-10-21,S11,West,SKU-2003,Apparel-Basics,11,11,60,0,12,medium
2025-10-22,S11,West,SKU-2003,Apparel-Basics,8,8,52,0,12,medium
2025-10-23,S11,West,SKU-2003,Apparel-Basics,13,13,39,0,12,medium
2025-10-24,S11,West,SKU-2003,Apparel-Basics,8,8,31,0,12,medium
2025-10-25,S11,West,SKU-2003,Apparel-Basics,22,22,9,0,12,medium
2025-10-26,S11,West,SKU-2003,Apparel-Basics,22,9,0,1,12,medium
2025-10-27,S11,West,SKU-2003,Apparel-Basics,10,0,0,1,12,medium
2025-10-28,S11,West,SKU-2003,Apparel-Basics,11,0,0,1,12,medium
2025-10-29,S11,West,SKU-2003,Apparel-Basics,13,0,0,1,12,medium
2025-10-30,S11,West,SKU-2003,Apparel-Basics,5,0,0,1,12,medium
2025-10-31,S11,West,SKU-2003,Apparel-Basics,5,0,0,1,12,medium
2025-11-01,S11,West,SKU-2003,Apparel-Basics,18,0,0,1,12,medium
2025-11-02,S11,West,SKU-2003,Apparel-Basics,14,0,0,1,12,medium
2025-11-03,S11,West,SKU-2003,Apparel-Basics,8,0,0,1,12,medium
2025-11-04,S11,West,SKU-2003,Apparel-Basics,9,0,0,1,12,medium
2025-11-05,S11,West,SKU-2003,Apparel-Basics,1,1,107,0,12,medium
2025-11-06,S11,West,SKU-2003,Apparel-Basics,8,8,99,0,12,medium
2025-11-07,S11,West,SKU-2003,Apparel-Basics,7,7,92,0,12,medium
2025-11-08,S11,West,SKU-2003,Apparel-Basics,17,17,75,0,12,medium
2025-11-09,S11,West,SKU-2003,Apparel-Basics,17,17,58,0,12,medium
2025-11-10,S11,West,SKU-2003,Apparel-Basics,11,11,47,0,12,medium
2025-11-11,S11,West,SKU-2003,Apparel-Basics,10,10,37,0,12,medium
2025-11-12,S11,West,SKU-2003,Apparel-Basics,4,4,33,0,12,medium
2025-11-13,S11,West,SKU-2003,Apparel-Basics,11,11,22,0,12,medium
2025-11-14,S11,West,SKU-2003,Apparel-Basics,11,11,11,0,12,medium
2025-11-15,S11,West,SKU-2003,Apparel-Basics,18,11,0,1,12,medium
2025-11-16,S11,West,SKU-2003,Apparel-Basics,22,0,0,1,12,medium
2025-11-17,S11,West,SKU-2003,Apparel-Basics,4,0,0,1,12,medium
2025-11-18,S11,West,SKU-2003,Apparel-Basics,8,0,0,1,12,medium
2025-11-19,S11,West,SKU-2003,Apparel-Basics,7,0,0,1,12,medium
2025-11-20,S11,West,SKU-2003,Apparel-Basics,10,0,0,1,12,medium
2025-11-21,S11,West,SKU-2003,Apparel-Basics,9,0,0,1,12,medium
2025-11-22,S11,West,SKU-2003,Apparel-Basics,12,0,0,1,12,medium
2025-11-23,S11,West,SKU-2003,Apparel-Basics,17,0,0,1,12,medium
2025-11-24,S11,West,SKU-2003,Apparel-Basics,6,6,102,0,12,medium
2025-11-25,S11,West,SKU-2003,Apparel-Basics,6,6,96,0,12,medium
2025-11-26,S11,West,SKU-2003,Apparel-Basics,6,6,90,0,12,medium
2025-11-27,S11,West,SKU-2003,Apparel-Basics,8,8,82,0,12,medium
2025-11-28,S11,West,SKU-2003,Apparel-Basics,5,5,77,0,12,medium
2025-11-29,S11,West,SKU-2003,Apparel-Basics,12,12,65,0,12,medium
2025-11-30,S11,West,SKU-2003,Apparel-Basics,12,12,53,0,12,medium
2025-12-01,S11,West,SKU-2003,Apparel-Basics,8,8,45,0,12,medium
2025-12-02,S11,West,SKU-2003,Apparel-Basics,15,15,30,0,12,medium
2025-12-03,S11,West,SKU-2003,Apparel-Basics,11,11,19,0,12,medium
2025-12-04,S11,West,SKU-2003,Apparel-Basics,16,16,3,0,12,medium
2025-12-05,S11,West,SKU-2003,Apparel-Basics,11,3,0,1,12,medium
2025-12-06,S11,West,SKU-2003,Apparel-Basics,16,0,0,1,12,medium
2025-12-07,S11,West,SKU-2003,Apparel-Basics,13,0,0,1,12,medium
2025-12-08,S11,West,SKU-2003,Apparel-Basics,12,0,0,1,12,medium
2025-12-09,S11,West,SKU-2003,Apparel-Basics,15,0,0,1,12,medium
2025-12-10,S11,West,SKU-2003,Apparel-Basics,10,0,0,1,12,medium
2025-12-11,S11,West,SKU-2003,Apparel-Basics,14,0,0,1,12,medium
2025-12-12,S11,West,SKU-2003,Apparel-Basics,8,0,0,1,12,medium
2025-12-13,S11,West,SKU-2003,Apparel-Basics,21,0,0,1,12,medium
2025-12-14,S11,West,SKU-2003,Apparel-Basics,13,13,95,0,12,medium
2025-12-15,S11,West,SKU-2003,Apparel-Basics,15,15,80,0,12,medium
2025-12-16,S11,West,SKU-2003,Apparel-Basics,12,12,68,0,12,medium
2025-12-17,S11,West,SKU-2003,Apparel-Basics,18,18,50,0,12,medium
2025-12-18,S11,West,SKU-2003,Apparel-Basics,7,7,43,0,12,medium
2025-12-19,S11,West,SKU-2003,Apparel-Basics,6,6,37,0,12,medium
2025-12-20,S11,West,SKU-2003,Apparel-Basics,13,13,24,0,12,medium
2025-12-21,S11,West,SKU-2003,Apparel-Basics,8,8,16,0,12,medium
2025-12-22,S11,West,SKU-2003,Apparel-Basics,6,6,10,0,12,medium
2025-12-23,S11,West,SKU-2003,Apparel-Basics,14,10,0,1,12,medium
2025-12-24,S11,West,SKU-2003,Apparel-Basics,12,0,0,1,12,medium
2025-12-25,S11,West,SKU-2003,Apparel-Basics,10,0,0,1,12,medium
2025-12-26,S11,West,SKU-2003,Apparel-Basics,10,0,0,1,12,medium
2025-12-27,S11,West,SKU-2003,Apparel-Basics,13,0,0,1,12,medium
2025-12-28,S11,West,SKU-2003,Apparel-Basics,26,0,0,1,12,medium
2025-12-29,S11,West,SKU-2003,Apparel-Basics,9,0,0,1,12,medium
2025-10-01,S11,West,SKU-2004,Apparel-Basics,12,12,78,0,12,medium
2025-10-02,S11,West,SKU-2004,Apparel-Basics,8,8,70,0,12,medium
2025-10-03,S11,West,SKU-2004,Apparel-Basics,15,15,55,0,12,medium
2025-10-04,S11,West,SKU-2004,Apparel-Basics,10,10,45,0,12,medium
2025-10-05,S11,West,SKU-2004,Apparel-Basics,16,16,29,0,12,medium
2025-10-06,S11,West,SKU-2004,Apparel-Basics,12,12,17,0,12,medium
2025-10-07,S11,West,SKU-2004,Apparel-Basics,7,7,10,0,12,medium
2025-10-08,S11,West,SKU-2004,Apparel-Basics,7,7,3,0,12,medium
2025-10-09,S11,West,SKU-2004,Apparel-Basics,11,3,0,1,12,medium
2025-10-10,S11,West,SKU-2004,Apparel-Basics,11,0,0,1,12,medium
2025-10-11,S11,West,SKU-2004,Apparel-Basics,6,0,0,1,12,medium
2025-10-12,S11,West,SKU-2004,Apparel-Basics,8,0,0,1,12,medium
2025-10-13,S11,West,SKU-2004,Apparel-Basics,1,0,0,1,12,medium
2025-10-14,S11,West,SKU-2004,Apparel-Basics,11,0,0,1,12,medium
2025-10-15,S11,West,SKU-2004,Apparel-Basics,8,0,0,1,12,medium
2025-10-16,S11,West,SKU-2004,Apparel-Basics,8,0,0,1,12,medium
2025-10-17,S11,West,SKU-2004,Apparel-Basics,4,4,104,0,12,medium
2025-10-18,S11,West,SKU-2004,Apparel-Basics,8,8,96,0,12,medium
2025-10-19,S11,West,SKU-2004,Apparel-Basics,10,10,86,0,12,medium
2025-10-20,S11,West,SKU-2004,Apparel-Basics,7,7,79,0,12,medium
2025-10-21,S11,West,SKU-2004,Apparel-Basics,9,9,70,0,12,medium
2025-10-22,S11,West,SKU-2004,Apparel-Basics,11,11,59,0,12,medium
2025-10-23,S11,West,SKU-2004,Apparel-Basics,16,16,43,0,12,medium
2025-10-24,S11,West,SKU-2004,Apparel-Basics,9,9,34,0,12,medium
2025-10-25,S11,West,SKU-2004,Apparel-Basics,18,18,16,0,12,medium
2025-10-26,S11,West,SKU-2004,Apparel-Basics,9,9,7,0,12,medium
2025-10-27,S11,West,SKU-2004,Apparel-Basics,4,4,3,0,12,medium
2025-10-28,S11,West,SKU-2004,Apparel-Basics,8,3,0,1,12,medium
2025-10-29,S11,West,SKU-2004,Apparel-Basics,4,0,0,1,12,medium
2025-10-30,S11,West,SKU-2004,Apparel-Basics,9,0,0,1,12,medium
2025-10-31,S11,West,SKU-2004,Apparel-Basics,7,0,0,1,12,medium
2025-11-01,S11,West,SKU-2004,Apparel-Basics,4,0,0,1,12,medium
2025-11-02,S11,West,SKU-2004,Apparel-Basics,20,0,0,1,12,medium
2025-11-03,S11,West,SKU-2004,Apparel-Basics,7,0,0,1,12,medium
2025-11-04,S11,West,SKU-2004,Apparel-Basics,4,0,0,1,12,medium
2025-11-05,S11,West,SKU-2004,Apparel-Basics,12,12,96,0,12,medium
2025-11-06,S11,West,SKU-2004,Apparel-Basics,7,7,89,0,12,medium
2025-11-07,S11,West,SKU-2004,Apparel-Basics,12,12,77,0,12,medium
2025-11-08,S11,West,SKU-2004,Apparel-Basics,9,9,68,0,12,medium
2025-11-09,S11,West,SKU-2004,Apparel-Basics,10,10,58,0,12,medium
2025-11-10,S11,West,SKU-2004,Apparel-Basics,10,10,48,0,12,medium
2025-11-11,S11,West,SKU-2004,Apparel-Basics,11,11,37,0,12,medium
2025-11-12,S11,West,SKU-2004,Apparel-Basics,11,11,26,0,12,medium
2025-11-13,S11,West,SKU-2004,Apparel-Basics,9,9,17,0,12,medium
2025-11-14,S11,West,SKU-2004,Apparel-Basics,11,11,6,0,12,medium
2025-11-15,S11,West,SKU-2004,Apparel-Basics,16,6,0,1,12,medium
2025-11-16,S11,West,SKU-2004,Apparel-Basics,13,0,0,1,12,medium
2025-11-17,S11,West,SKU-2004,Apparel-Basics,9,0,0,1,12,medium
2025-11-18,S11,West,SKU-2004,Apparel-Basics,4,0,0,1,12,medium
2025-11-19,S11,West,SKU-2004,Apparel-Basics,11,0,0,1,12,medium
2025-11-20,S11,West,SKU-2004,Apparel-Basics,9,0,0,1,12,medium
2025-11-21,S11,West,SKU-2004,Apparel-Basics,8,0,0,1,12,medium
2025-11-22,S11,West,SKU-2004,Apparel-Basics,18,0,0,1,12,medium
2025-11-23,S11,West,SKU-2004,Apparel-Basics,6,0,0,1,12,medium
2025-11-24,S11,West,SKU-2004,Apparel-Basics,14,14,94,0,12,medium
2025-11-25,S11,West,SKU-2004,Apparel-Basics,9,9,85,0,12,medium
2025-11-26,S11,West,SKU-2004,Apparel-Basics,10,10,75,0,12,medium
2025-11-27,S11,West,SKU-2004,Apparel-Basics,8,8,67,0,12,medium
2025-11-28,S11,West,SKU-2004,Apparel-Basics,4,4,63,0,12,medium
2025-11-29,S11,West,SKU-2004,Apparel-Basics,12,12,51,0,12,medium
2025-11-30,S11,West,SKU-2004,Apparel-Basics,14,14,37,0,12,medium
2025-12-01,S11,West,SKU-2004,Apparel-Basics,14,14,23,0,12,medium
2025-12-02,S11,West,SKU-2004,Apparel-Basics,11,11,12,0,12,medium
2025-12-03,S11,West,SKU-2004,Apparel-Basics,3,3,9,0,12,medium
2025-12-04,S11,West,SKU-2004,Apparel-Basics,5,5,4,0,12,medium
2025-12-05,S11,West,SKU-2004,Apparel-Basics,20,4,0,1,12,medium
2025-12-06,S11,West,SKU-2004,Apparel-Basics,10,0,0,1,12,medium
2025-12-07,S11,West,SKU-2004,Apparel-Basics,25,0,0,1,12,medium
2025-12-08,S11,West,SKU-2004,Apparel-Basics,8,0,0,1,12,medium
2025-12-09,S11,West,SKU-2004,Apparel-Basics,11,0,0,1,12,medium
2025-12-10,S11,West,SKU-2004,Apparel-Basics,14,0,0,1,12,medium
2025-12-11,S11,West,SKU-2004,Apparel-Basics,8,0,0,1,12,medium
2025-12-12,S11,West,SKU-2004,Apparel-Basics,18,0,0,1,12,medium
2025-12-13,S11,West,SKU-2004,Apparel-Basics,17,17,91,0,12,medium
2025-12-14,S11,West,SKU-2004,Apparel-Basics,19,19,72,0,12,medium
2025-12-15,S11,West,SKU-2004,Apparel-Basics,11,11,61,0,12,medium
2025-12-16,S11,West,SKU-2004,Apparel-Basics,14,14,47,0,12,medium
2025-12-17,S11,West,SKU-2004,Apparel-Basics,18,18,29,0,12,medium
2025-12-18,S11,West,SKU-2004,Apparel-Basics,11,11,18,0,12,medium
2025-12-19,S11,West,SKU-2004,Apparel-Basics,19,18,0,1,12,medium
2025-12-20,S11,West,SKU-2004,Apparel-Basics,13,0,0,1,12,medium
2025-12-21,S11,West,SKU-2004,Apparel-Basics,21,0,0,1,12,medium
2025-12-22,S11,West,SKU-2004,Apparel-Basics,14,0,0,1,12,medium
2025-12-23,S11,West,SKU-2004,Apparel-Basics,7,0,0,1,12,medium
2025-12-24,S11,West,SKU-2004,Apparel-Basics,13,0,0,1,12,medium
2025-12-25,S11,West,SKU-2004,Apparel-Basics,12,0,0,1,12,medium
2025-12-26,S11,West,SKU-2004,Apparel-Basics,8,0,0,1,12,medium
2025-12-27,S11,West,SKU-2004,Apparel-Basics,18,0,0,1,12,medium
2025-12-28,S11,West,SKU-2004,Apparel-Basics,17,0,0,1,12,medium
2025-12-29,S11,West,SKU-2004,Apparel-Basics,11,11,97,0,12,medium
2025-10-01,S12,West,SKU-1001,Footwear-Running,11,11,99,0,11,low
2025-10-02,S12,West,SKU-1001,Footwear-Running,11,11,88,0,11,low
2025-10-03,S12,West,SKU-1001,Footwear-Running,10,10,78,0,11,low
2025-10-04,S12,West,SKU-1001,Footwear-Running,16,16,62,0,11,low
2025-10-05,S12,West,SKU-1001,Footwear-Running,14,14,48,0,11,low
2025-10-06,S12,West,SKU-1001,Footwear-Running,15,15,33,0,11,low
2025-10-07,S12,West,SKU-1001,Footwear-Running,9,9,24,0,11,low
2025-10-08,S12,West,SKU-1001,Footwear-Running,10,10,14,0,11,low
2025-10-09,S12,West,SKU-1001,Footwear-Running,10,10,4,0,11,low
2025-10-10,S12,West,SKU-1001,Footwear-Running,14,4,0,1,11,low
2025-10-11,S12,West,SKU-1001,Footwear-Running,12,0,0,1,11,low
2025-10-12,S12,West,SKU-1001,Footwear-Running,16,0,0,1,11,low
2025-10-13,S12,West,SKU-1001,Footwear-Running,11,0,0,1,11,low
2025-10-14,S12,West,SKU-1001,Footwear-Running,12,0,0,1,11,low
2025-10-15,S12,West,SKU-1001,Footwear-Running,13,0,0,1,11,low
2025-10-16,S12,West,SKU-1001,Footwear-Running,13,0,0,1,11,low
2025-10-17,S12,West,SKU-1001,Footwear-Running,10,10,122,0,11,low
2025-10-18,S12,West,SKU-1001,Footwear-Running,16,16,106,0,11,low
2025-10-19,S12,West,SKU-1001,Footwear-Running,11,11,95,0,11,low
2025-10-20,S12,West,SKU-1001,Footwear-Running,11,11,84,0,11,low
2025-10-21,S12,West,SKU-1001,Footwear-Running,10,10,74,0,11,low
2025-10-22,S12,West,SKU-1001,Footwear-Running,11,11,63,0,11,low
2025-10-23,S12,West,SKU-1001,Footwear-Running,8,8,55,0,11,low
2025-10-24,S12,West,SKU-1001,Footwear-Running,12,12,43,0,11,low
2025-10-25,S12,West,SKU-1001,Footwear-Running,11,11,32,0,11,low
2025-10-26,S12,West,SKU-1001,Footwear-Running,16,16,16,0,11,low
2025-10-27,S12,West,SKU-1001,Footwear-Running,9,9,7,0,11,low
2025-10-28,S12,West,SKU-1001,Footwear-Running,10,7,0,1,11,low
2025-10-29,S12,West,SKU-1001,Footwear-Running,13,0,0,1,11,low
2025-10-30,S12,West,SKU-1001,Footwear-Running,12,0,0,1,11,low
2025-10-31,S12,West,SKU-1001,Footwear-Running,13,0,0,1,11,low
2025-11-01,S12,West,SKU-1001,Footwear-Running,19,0,0,1,11,low
2025-11-02,S12,West,SKU-1001,Footwear-Running,14,0,0,1,11,low
2025-11-03,S12,West,SKU-1001,Footwear-Running,13,0,0,1,11,low
2025-11-04,S12,West,SKU-1001,Footwear-Running,9,9,123,0,11,low
2025-11-05,S12,West,SKU-1001,Footwear-Running,12,12,111,0,11,low
2025-11-06,S12,West,SKU-1001,Footwear-Running,10,10,101,0,11,low
2025-11-07,S12,West,SKU-1001,Footwear-Running,9,9,92,0,11,low
2025-11-08,S12,West,SKU-1001,Footwear-Running,17,17,75,0,11,low
2025-11-09,S12,West,SKU-1001,Footwear-Running,18,18,57,0,11,low
2025-11-10,S12,West,SKU-1001,Footwear-Running,13,13,44,0,11,low
2025-11-11,S12,West,SKU-1001,Footwear-Running,11,11,33,0,11,low
2025-11-12,S12,West,SKU-1001,Footwear-Running,11,11,22,0,11,low
2025-11-13,S12,West,SKU-1001,Footwear-Running,12,12,10,0,11,low
2025-11-14,S12,West,SKU-1001,Footwear-Running,12,10,0,1,11,low
2025-11-15,S12,West,SKU-1001,Footwear-Running,17,0,0,1,11,low
2025-11-16,S12,West,SKU-1001,Footwear-Running,16,0,0,1,11,low
2025-11-17,S12,West,SKU-1001,Footwear-Running,12,0,0,1,11,low
2025-11-18,S12,West,SKU-1001,Footwear-Running,8,0,0,1,11,low
2025-11-19,S12,West,SKU-1001,Footwear-Running,11,0,0,1,11,low
2025-11-20,S12,West,SKU-1001,Footwear-Running,9,0,0,1,11,low
2025-11-21,S12,West,SKU-1001,Footwear-Running,11,0,0,1,11,low
2025-11-22,S12,West,SKU-1001,Footwear-Running,19,19,113,0,11,low
2025-11-23,S12,West,SKU-1001,Footwear-Running,14,14,99,0,11,low
2025-11-24,S12,West,SKU-1001,Footwear-Running,11,11,88,0,11,low
2025-11-25,S12,West,SKU-1001,Footwear-Running,12,12,76,0,11,low
2025-11-26,S12,West,SKU-1001,Footwear-Running,8,8,68,0,11,low
2025-11-27,S12,West,SKU-1001,Footwear-Running,10,10,58,0,11,low
2025-11-28,S12,West,SKU-1001,Footwear-Running,12,12,46,0,11,low
2025-11-29,S12,West,SKU-1001,Footwear-Running,9,9,37,0,11,low
2025-11-30,S12,West,SKU-1001,Footwear-Running,13,13,24,0,11,low
2025-12-01,S12,West,SKU-1001,Footwear-Running,17,17,7,0,11,low
2025-12-02,S12,West,SKU-1001,Footwear-Running,16,7,0,1,11,low
2025-12-03,S12,West,SKU-1001,Footwear-Running,15,0,0,1,11,low
2025-12-04,S12,West,SKU-1001,Footwear-Running,16,0,0,1,11,low
2025-12-05,S12,West,SKU-1001,Footwear-Running,15,0,0,1,11,low
2025-12-06,S12,West,SKU-1001,Footwear-Running,22,0,0,1,11,low
2025-12-07,S12,West,SKU-1001,Footwear-Running,19,0,0,1,11,low
2025-12-08,S12,West,SKU-1001,Footwear-Running,15,0,0,1,11,low
2025-12-09,S12,West,SKU-1001,Footwear-Running,13,0,0,1,11,low
2025-12-10,S12,West,SKU-1001,Footwear-Running,17,17,115,0,11,low
2025-12-11,S12,West,SKU-1001,Footwear-Running,18,18,97,0,11,low
2025-12-12,S12,West,SKU-1001,Footwear-Running,17,17,80,0,11,low
2025-12-13,S12,West,SKU-1001,Footwear-Running,19,19,61,0,11,low
2025-12-14,S12,West,SKU-1001,Footwear-Running,17,17,44,0,11,low
